lemma,POS,freq,ipm
хәбәрдар,adj,2997,"25,8362069"
үрдәк,n,2995,"25,81896552"
тирәнлек,n,2994,"25,81034483"
агула,v,2992,"25,79310345"
ук,n,2991,"25,78448276"
микрорайон,n,2986,"25,74137931"
чиновник,n,2984,"25,72413793"
кыйссаи,n,2982,"25,70689655"
яраклы,adj,2982,"25,70689655"
ташламалы,adj,2981,"25,69827586"
кораллы,adj,2980,"25,68965517"
авыручы,n,2979,"25,68103448"
үсенте,n,2978,"25,67241379"
сөлге,n,2972,"25,62068966"
тидер,v,2972,"25,62068966"
явызлык,n,2970,"25,60344828"
җәелдер,v,2968,"25,5862069"
тегермән,n,2967,"25,57758621"
терлекче,n,2966,"25,56896552"
метражлы,adj,2963,"25,54310345"
юра,v,2963,"25,54310345"
кичектергесез,adj,2960,"25,51724138"
үзбәк,n,2958,"25,5"
акрынлап,adv,2956,"25,48275862"
бишек,n,2955,"25,47413793"
документаль,adj,2955,"25,47413793"
кытай,n,2951,"25,43965517"
икеләтә,adj,2948,"25,4137931"
һәркайда,prn,2948,"25,4137931"
итүләренчә,adv,2946,"25,39655172"
сындыр,v,2941,"25,35344828"
шом,n,2940,"25,34482759"
нисбәт,n,2939,"25,3362069"
тиенлек,n,2939,"25,3362069"
кыргый,adj,2936,"25,31034483"
чирек,n,2936,"25,31034483"
йомыш,n,2934,"25,29310345"
аралык,n,2930,"25,25862069"
сишәмбе,n,2929,"25,25"
япон,n,2927,"25,23275862"
киеренке,adj,2925,"25,21551724"
пикет,n,2922,"25,18965517"
гәүдәле,adj,2921,"25,18103448"
сулык,n,2921,"25,18103448"
драматургия,n,2918,"25,15517241"
идеал,n,2917,"25,14655172"
шәл,n,2917,"25,14655172"
гимн,n,2916,"25,13793103"
тырнак,n,2916,"25,13793103"
тәлинкә,n,2915,"25,12931034"
төзәтмә,n,2914,"25,12068966"
физик,n,2907,"25,06034483"
фәкыйрь,adj,2904,"25,03448276"
берничә,num,2902,"25,01724138"
күпмилләтле,adj,2901,"25,00862069"
устав,n,2901,"25,00862069"
зирәк,adj,2900,25
стипендия,n,2900,25
аръяк,n,2899,"24,99137931"
чагыштырма,n,2899,"24,99137931"
кайвакыт,prn,2898,"24,98275862"
телеграмма,n,2898,"24,98275862"
тираж,n,2895,"24,95689655"
бәхетсез,adj,2889,"24,90517241"
кандидатура,n,2888,"24,89655172"
уҗым,n,2888,"24,89655172"
ныклык,n,2886,"24,87931034"
тәнкыйтьлә,v,2886,"24,87931034"
белəн,post,2885,"24,87068966"
итагатьле,adj,2884,"24,86206897"
асыл,adj,2882,"24,84482759"
борчак,n,2880,"24,82758621"
инкыйлаб,n,2880,"24,82758621"
казак,n,2880,"24,82758621"
агроном,n,2878,"24,81034483"
алла,n,2877,"24,80172414"
коммерцияле,adj,2873,"24,76724138"
казаноргсинтез,n,2872,"24,75862069"
террор,n,2870,"24,74137931"
фотосурәт,n,2870,"24,74137931"
сәркатип,n,2869,"24,73275862"
әлеге,det,2869,"24,73275862"
бетон,n,2866,"24,70689655"
зыялы,adj,2863,"24,68103448"
кая,prn,2863,"24,68103448"
тәгаен,adv,2863,"24,68103448"
гарантия,n,2862,"24,67241379"
тыюлык,n,2862,"24,67241379"
этник,adj,2860,"24,65517241"
берсүзсез,adv,2857,"24,62931034"
көй,v,2856,"24,62068966"
сорт,n,2856,"24,62068966"
таможня,n,2850,"24,56896552"
карават,n,2844,"24,51724138"
чалбар,n,2844,"24,51724138"
чакырулы,adj,2842,"24,5"
термин,n,2840,"24,48275862"
кушаматлы,adj,2838,"24,46551724"
юбиляр,n,2834,"24,43103448"
марий,adj,2826,"24,36206897"
берара,prn,2824,"24,34482759"
ир кеше,n,2824,"24,34482759"
атлы,adj,2823,"24,3362069"
агу,n,2822,"24,32758621"
сүген,v,2818,"24,29310345"
шоу,n,2818,"24,29310345"
мамык,n,2817,"24,28448276"
андыйларны,prn,2816,"24,27586207"
ирештер,v,2815,"24,26724138"
моңсу,adj,2813,"24,25"
бүгеннән,adv,2812,"24,24137931"
ташкын,n,2812,"24,24137931"
зиһен,n,2811,"24,23275862"
билгеләвенчә,ij,2810,"24,22413793"
референдум,n,2810,"24,22413793"
hәм,cnjcoo,2809,"24,21551724"
һәрвакыт,prn,2809,"24,21551724"
видео,n,2803,"24,1637931"
чамала,v,2800,"24,13793103"
күрсәтмә,adj,2799,"24,12931034"
калкы,v,2797,"24,11206897"
доцент,n,2791,"24,06034483"
хөкемдар,n,2791,"24,06034483"
инан,v,2787,"24,02586207"
кушымта,n,2787,"24,02586207"
водоканал,n,2786,"24,01724138"
төпчек,n,2784,24
декларация,n,2783,"23,99137931"
православие,n,2783,"23,99137931"
чырай,n,2781,"23,97413793"
надан,adj,2780,"23,96551724"
футболчы,n,2780,"23,96551724"
кауша,v,2778,"23,94827586"
угыл,n,2778,"23,94827586"
ялт-йолт,ideo,2778,"23,94827586"
психология,n,2777,"23,93965517"
үп,v,2775,"23,92241379"
пирамида,n,2774,"23,9137931"
квалификацияле,adj,2773,"23,90517241"
ришвәтчелек,n,2770,"23,87931034"
юстиция,n,2765,"23,8362069"
композиция,n,2764,"23,82758621"
күп,adv,2764,"23,82758621"
мөэмин,n,2764,"23,82758621"
полк,n,2764,"23,82758621"
инфекция,n,2762,"23,81034483"
монгол,n,2762,"23,81034483"
сеңдер,v,2761,"23,80172414"
сок,n,2760,"23,79310345"
ялган,v,2758,"23,77586207"
кабул,n,2757,"23,76724138"
мәркәз,n,2757,"23,76724138"
очучы,n,2757,"23,76724138"
нефтехим,adj,2756,"23,75862069"
реформала,v,2754,"23,74137931"
тал,v,2754,"23,74137931"
төбә,v,2754,"23,74137931"
характерлы,adj,2752,"23,72413793"
клиент,n,2749,"23,69827586"
әз,adv,2749,"23,69827586"
барлыкка китер,v,2743,"23,64655172"
сылу,adj,2743,"23,64655172"
биклә,v,2742,"23,63793103"
подъезд,n,2742,"23,63793103"
эзлекле,adj,2741,"23,62931034"
нива,n,2737,"23,59482759"
атмосфера,n,2736,"23,5862069"
статья,n,2734,"23,56896552"
тотрыклылык,n,2734,"23,56896552"
велосипед,n,2733,"23,56034483"
күн,n,2730,"23,53448276"
йөзләгән,det,2728,"23,51724138"
агарт,v,2724,"23,48275862"
кояшлы,adj,2722,"23,46551724"
өметле,adj,2722,"23,46551724"
вокал,n,2721,"23,45689655"
дүрт,num,2718,"23,43103448"
әтәч,n,2718,"23,43103448"
киштә,n,2717,"23,42241379"
буласын,v,2716,"23,4137931"
вак-төяк,n,2715,"23,40517241"
нәфрәт,n,2715,"23,40517241"
эх,ij,2715,"23,40517241"
форсат,n,2714,"23,39655172"
шешә,n,2711,"23,37068966"
үзгә,adj,2710,"23,36206897"
сөенечле,adj,2709,"23,35344828"
күтәренке,adj,2708,"23,34482759"
аһ,ij,2705,"23,31896552"
ачык,v,2703,"23,30172414"
күчемсез,adj,2703,"23,30172414"
ялгыш,n,2702,"23,29310345"
тәңре,n,2701,"23,28448276"
күләгә,n,2700,"23,27586207"
наркомания,n,2700,"23,27586207"
сең,v,2700,"23,27586207"
башлыча,adv,2699,"23,26724138"
илбашы,n,2699,"23,26724138"
гайбәт,n,2697,"23,25"
өн,n,2697,"23,25"
компонент,n,2696,"23,24137931"
әрәм,adj,2696,"23,24137931"
сыр,n,2693,"23,21551724"
чикле,adj,2693,"23,21551724"
эр,v,2693,"23,21551724"
бөк,v,2691,"23,19827586"
суык,n,2690,"23,18965517"
видеоконференция,n,2689,"23,18103448"
иксез,adj,2688,"23,17241379"
канәгатьлән,v,2688,"23,17241379"
цифрлы,adj,2688,"23,17241379"
казакъ,n,2687,"23,1637931"
саваплы,adj,2687,"23,1637931"
һәртөрле,det,2685,"23,14655172"
колач,n,2684,"23,13793103"
беркадәр,adv,2683,"23,12931034"
меңьеллык,n,2681,"23,11206897"
кәләш,n,2678,"23,0862069"
азан,n,2677,"23,07758621"
кооператив,n,2677,"23,07758621"
яшькәчә,adv,2677,"23,07758621"
мониторинг,n,2676,"23,06896552"
реконструкция,n,2675,"23,06034483"
яшьтәш,n,2674,"23,05172414"
әйтем,n,2672,"23,03448276"
киңәй,v,2670,"23,01724138"
мәк,n,2670,"23,01724138"
ну,ij,2670,"23,01724138"
әфган,n,2670,"23,01724138"
согуд,n,2668,23
кай,det,2661,"22,93965517"
рейд,n,2660,"22,93103448"
җәмигъ,n,2660,"22,93103448"
болай,prn,2659,"22,92241379"
хаким,n,2659,"22,92241379"
экстремизм,n,2658,"22,9137931"
күбесенчә,adv,2655,"22,88793103"
кыздыр,v,2654,"22,87931034"
квалификация,n,2653,"22,87068966"
керемле,adj,2651,"22,85344828"
бетергесез,adj,2650,"22,84482759"
газет,n,2649,"22,8362069"
тәмла,v,2649,"22,8362069"
аркылы,n,2647,"22,81896552"
дуслаш,v,2647,"22,81896552"
хәлиткеч,adj,2647,"22,81896552"
пышылда,v,2646,"22,81034483"
җыл,v,2646,"22,81034483"
күмер,n,2645,"22,80172414"
төплә,v,2645,"22,80172414"
кадак,n,2642,"22,77586207"
атлан,v,2641,"22,76724138"
маяк,n,2641,"22,76724138"
үтә,adv,2641,"22,76724138"
йошкар,adj,2640,"22,75862069"
юын,v,2640,"22,75862069"
вәкиллекле,adj,2638,"22,74137931"
катла,v,2637,"22,73275862"
сөйкемле,adj,2637,"22,73275862"
лицензия,n,2636,"22,72413793"
эшкуарлык,n,2636,"22,72413793"
портрет,n,2634,"22,70689655"
кичек,v,2633,"22,69827586"
киңәшләш,v,2633,"22,69827586"
начар,n,2631,"22,68103448"
һичбер,det,2630,"22,67241379"
ер,v,2629,"22,6637931"
тәңгәл,adj,2628,"22,65517241"
белгәнебезчә,ij,2627,"22,64655172"
эстетик,adj,2627,"22,64655172"
судно,n,2624,"22,62068966"
касса,n,2622,"22,60344828"
илчелек,n,2621,"22,59482759"
яр буе,n,2621,"22,59482759"
шаярт,v,2617,"22,56034483"
труппа,n,2614,"22,53448276"
бервакытта,adv,2611,"22,50862069"
агро,n,2607,"22,47413793"
архитектор,n,2607,"22,47413793"
фатиха,n,2607,"22,47413793"
хуш,ij,2607,"22,47413793"
ичмасам,ij,2606,"22,46551724"
нефтехимик,adj,2606,"22,46551724"
илеш,n,2605,"22,45689655"
күплек,n,2605,"22,45689655"
ярашлы,adj,2605,"22,45689655"
полковник,n,2603,"22,43965517"
яма,v,2601,"22,42241379"
гран,n,2600,"22,4137931"
новости,n,2600,"22,4137931"
агрегат,n,2598,"22,39655172"
ваз,adj,2596,"22,37931034"
читтәрәк,adj,2596,"22,37931034"
экспедиция,n,2596,"22,37931034"
комиссар,n,2593,"22,35344828"
вазифаи,adj,2591,"22,3362069"
госпиталь,n,2590,"22,32758621"
евро,n,2589,"22,31896552"
шулчак,adv,2588,"22,31034483"
технопарк,n,2586,"22,29310345"
айлык,n,2585,"22,28448276"
башкачарак,adj,2585,"22,28448276"
карале,v,2584,"22,27586207"
сугышчан,adj,2584,"22,27586207"
пациент,n,2582,"22,25862069"
счет,n,2582,"22,25862069"
көлү,n,2581,"22,25"
минутлык,adj,2580,"22,24137931"
профильле,adj,2579,"22,23275862"
пособие,n,2578,"22,22413793"
православ,adj,2578,"22,22413793"
экипаж,n,2578,"22,22413793"
тугрылыклы,adj,2575,"22,19827586"
мәгърифәтче,n,2574,"22,18965517"
мөхтәрәм,adj,2574,"22,18965517"
объектив,adj,2574,"22,18965517"
әллә ничә,det,2574,"22,18965517"
алдарак,adv,2573,"22,18103448"
баскетбол,n,2573,"22,18103448"
диагноз,n,2573,"22,18103448"
бәла-каза,n,2571,"22,1637931"
тәрбиячеләр,n,2571,"22,1637931"
арытаба,adv,2570,"22,15517241"
югарылык,n,2570,"22,15517241"
төймә,n,2569,"22,14655172"
сөйләшеп утыр,v,2566,"22,12068966"
метод,n,2565,"22,11206897"
ашказаны,n,2561,"22,07758621"
дәртле,adj,2559,"22,06034483"
җылын,v,2559,"22,06034483"
фаш ит,v,2558,"22,05172414"
тылсымлы,adj,2553,"22,00862069"
уч,n,2549,"21,97413793"
ор,v,2547,"21,95689655"
салон,n,2545,"21,93965517"
көтүче,n,2543,"21,92241379"
наз,n,2543,"21,92241379"
өммәт,n,2543,"21,92241379"
карьера,n,2540,"21,89655172"
рухани,adj,2539,"21,88793103"
үкенеч,n,2539,"21,88793103"
минималь,adj,2538,"21,87931034"
фигура,n,2535,"21,85344828"
мари,n,2534,"21,84482759"
уку-укыту,n,2532,"21,82758621"
миграция,n,2531,"21,81896552"
мәһабәт,adj,2531,"21,81896552"
җыйна,v,2531,"21,81896552"
харап,adj,2530,"21,81034483"
гомумбелем,n,2529,"21,80172414"
презентация,n,2529,"21,80172414"
подрядчы,n,2528,"21,79310345"
рәхим,n,2527,"21,78448276"
җайлы,adj,2525,"21,76724138"
ая,v,2524,"21,75862069"
юлык,v,2523,"21,75"
бәхәсләш,v,2522,"21,74137931"
чирәм,n,2522,"21,74137931"
коммерция,n,2520,"21,72413793"
кәбестә,n,2520,"21,72413793"
борылыш,n,2518,"21,70689655"
котыр,v,2518,"21,70689655"
корсак,n,2512,"21,65517241"
кыстыр,v,2511,"21,64655172"
график,n,2509,"21,62931034"
ятла,v,2509,"21,62931034"
буа,n,2506,"21,60344828"
туктаусыз,adv,2506,"21,60344828"
ута,v,2505,"21,59482759"
бергәләшеп,adj,2501,"21,56034483"
ямьле,adj,2501,"21,56034483"
вазгыять,n,2495,"21,50862069"
вакла,v,2492,"21,48275862"
мәгърифәт,n,2491,"21,47413793"
мөһимлек,n,2490,"21,46551724"
лейтенант,n,2489,"21,45689655"
террорчылык,n,2486,"21,43103448"
тун,n,2486,"21,43103448"
бораула,v,2484,"21,4137931"
бөтенрусия,n,2483,"21,40517241"
иң,v,2480,"21,37931034"
хәтәр,adj,2478,"21,36206897"
сөйләп бир,v,2477,"21,35344828"
замандаш,n,2473,"21,31896552"
ыгы-зыгы,n,2467,"21,26724138"
себер,v,2465,"21,25"
теплоход,n,2465,"21,25"
кием-салым,n,2463,"21,23275862"
мишәр,n,2463,"21,23275862"
автотранспорт,n,2462,"21,22413793"
ихата,n,2462,"21,22413793"
король,n,2462,"21,22413793"
агыз,v,2460,"21,20689655"
саклан,v,2460,"21,20689655"
медиа,n,2458,"21,18965517"
контракт,n,2455,"21,1637931"
җөмһүрият,n,2454,"21,15517241"
чүплек,n,2453,"21,14655172"
булдыклы,adj,2451,"21,12931034"
кызар,v,2450,"21,12068966"
венчур,n,2448,"21,10344828"
ишан,n,2448,"21,10344828"
рейс,n,2448,"21,10344828"
сынлы,adj,2448,"21,10344828"
игътибар белән,adv,2445,"21,07758621"
ләп,ideo,2444,"21,06896552"
яртыеллык,n,2444,"21,06896552"
буйлы,adj,2443,"21,06034483"
ситуация,n,2443,"21,06034483"
кухня,n,2441,"21,04310345"
нурлы,adj,2439,"21,02586207"
белмәгән,adj,2437,"21,00862069"
поликлиника,n,2437,"21,00862069"
җан иясе,n,2436,21
иганәче,n,2432,"20,96551724"
тоттыр,v,2432,"20,96551724"
флот,n,2432,"20,96551724"
фоторәсем,n,2429,"20,93965517"
әсбап,n,2429,"20,93965517"
фин,n,2428,"20,93103448"
һәрбере,prn,2427,"20,92241379"
хатыйб,n,2426,"20,9137931"
тигезлек,n,2425,"20,90517241"
алын,v,2424,"20,89655172"
кайнат,v,2424,"20,89655172"
диск,n,2423,"20,88793103"
газапла,v,2419,"20,85344828"
дәү,adj,2416,"20,82758621"
суык,adj,2416,"20,82758621"
чүп,n,2416,"20,82758621"
тупланма,n,2415,"20,81896552"
кыйбла,n,2413,"20,80172414"
профилактик,adj,2412,"20,79310345"
тизләт,v,2412,"20,79310345"
үлчәм,n,2410,"20,77586207"
бәлкем,ij,2408,"20,75862069"
батырлык,n,2404,"20,72413793"
формалаштыр,v,2400,"20,68965517"
инглиз,adj,2399,"20,68103448"
төсмер,n,2399,"20,68103448"
үтемле,adj,2397,"20,6637931"
графика,n,2396,"20,65517241"
игенчелек,n,2395,"20,64655172"
күпфатирлы,adj,2395,"20,64655172"
үрлә,v,2395,"20,64655172"
багла,v,2394,"20,63793103"
һəм,cnjcoo,2394,"20,63793103"
куандыр,v,2392,"20,62068966"
аек,v,2391,"20,61206897"
больница,n,2391,"20,61206897"
хаклык,n,2390,"20,60344828"
электрон,n,2388,"20,5862069"
ас,v,2387,"20,57758621"
йөзек,n,2386,"20,56896552"
рәнҗе,v,2383,"20,54310345"
бүрек,n,2382,"20,53448276"
игълан,n,2379,"20,50862069"
йөреш,n,2379,"20,50862069"
климат,n,2378,"20,5"
остаханә,n,2378,"20,5"
сак бул,v,2378,"20,5"
камыш,n,2372,"20,44827586"
сервис,n,2372,"20,44827586"
үги,adj,2368,"20,4137931"
суса,v,2366,"20,39655172"
ялт,adv,2366,"20,39655172"
удмурт,n,2362,"20,36206897"
шәһәрчек,n,2361,"20,35344828"
нәни,n,2359,"20,3362069"
арпа,n,2358,"20,32758621"
дучар,adj,2355,"20,30172414"
бәйләм,n,2351,"20,26724138"
американ,n,2350,"20,25862069"
минераль,adj,2347,"20,23275862"
киеренкелек,n,2346,"20,22413793"
хореография,n,2338,"20,15517241"
